PROP_SUB_TYPE_EN,ACTUAL_AREA,COMMON_AREA,ACTUAL_COMMON_AREA,BUILT_UP_AREA,BLD_LEVELS,SHOPS,FLATS,OFFICES,SWIMMING_POOLS,ELEVATORS,CREATION_DATE,IS_OFFPLAN_EN,PRE_REGISTRATION_NUMBER,IS_FREE_HOLD_EN,IS_LEASE_HOLD_EN,FLOORS,ROOMS_EN,CAR_PARKS,LAND_NUMBER,LAND_SUB_NUMBER,LAND_TYPE_EN,MASTER_PROJECT_EN,PROJECT_NUMBER,PROJECT_EN,AREA_EN,ZONE_EN
"Villa","144","0.17","138.17","265.16","","","","","","","2026-01-29 12:39:24","Off-Plan","","Free Hold","No","3","5 B/R","2","21660","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:19","Off-Plan","","Free Hold","No","2","4 B/R","2","21639","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:10","Off-Plan","","Free Hold","No","2","4 B/R","2","21569","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","265.16","","","","","","","2026-01-29 12:39:23","Off-Plan","","Free Hold","No","3","5 B/R","2","21656","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","265.16","","","","","","","2026-01-29 12:39:23","Off-Plan","","Free Hold","No","3","5 B/R","2","21654","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","219.48","0.26","210.59","295.57","","","","","","","2026-01-29 12:39:18","Off-Plan","","Free Hold","No","3","5 B/R","2","21632","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:18","Off-Plan","","Free Hold","No","2","4 B/R","2","21633","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:18","Off-Plan","","Free Hold","No","2","4 B/R","2","21634","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:20","Off-Plan","","Free Hold","No","2","4 B/R","2","21643","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:22","Off-Plan","","Free Hold","No","2","4 B/R","2","21650","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:19","Off-Plan","","Free Hold","No","2","4 B/R","2","21640","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","219.6","0.26","210.71","295.57","","","","","","","2026-01-29 12:39:24","Off-Plan","","Free Hold","No","3","5 B/R","2","21659","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:21","Off-Plan","","Free Hold","No","2","4 B/R","2","21647","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:15","Off-Plan","","Free Hold","No","2","4 B/R","2","21616","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","219.59","0.26","210.7","295.57","","","","","","","2026-01-29 12:39:15","Off-Plan","","Free Hold","No","3","5 B/R","2","21617","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144.08","0.17","138.25","205.36","","","","","","","2026-01-29 12:39:15","Off-Plan","","Free Hold","No","2","4 B/R","2","21618","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","265.16","","","","","","","2026-01-29 12:39:24","Off-Plan","","Free Hold","No","3","5 B/R","2","21660","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","219.6","0.26","210.71","295.57","","","","","","","2026-01-29 12:39:11","Off-Plan","","Free Hold","No","3","5 B/R","2","21573","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:11","Off-Plan","","Free Hold","No","2","4 B/R","2","21574","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:22","Off-Plan","","Free Hold","No","2","4 B/R","2","21650","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:11","Off-Plan","","Free Hold","No","2","4 B/R","2","21574","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:10","Off-Plan","","Free Hold","No","2","4 B/R","2","21571","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:20","Off-Plan","","Free Hold","No","2","4 B/R","2","21642","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","296.99","0.36","284.96","295.57","","","","","","","2026-01-29 12:39:20","Off-Plan","","Free Hold","No","3","5 B/R","2","21644","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","219.6","0.26","210.71","295.57","","","","","","","2026-01-29 12:39:17","Off-Plan","","Free Hold","No","3","5 B/R","2","21630","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","258.01","0.31","247.56","326.62","","","","","","","2026-01-29 12:39:13","Off-Plan","","Free Hold","No","3","5 B/R","2","21598","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144.07","0.17","138.24","205.36","","","","","","","2026-01-29 12:39:16","Off-Plan","","Free Hold","No","2","4 B/R","2","21624","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","265.16","","","","","","","2026-01-29 12:39:24","Off-Plan","","Free Hold","No","3","5 B/R","2","21659","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","221.84","0.27","212.86","295.57","","","","","","","2026-01-29 12:39:23","Off-Plan","","Free Hold","No","3","5 B/R","2","21654","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","219.6","0.26","210.71","295.57","","","","","","","2026-01-29 12:39:19","Off-Plan","","Free Hold","No","3","5 B/R","2","21640","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:22","Off-Plan","","Free Hold","No","2","4 B/R","2","21652","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:18","Off-Plan","","Free Hold","No","2","4 B/R","2","21632","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:11","Off-Plan","","Free Hold","No","2","4 B/R","2","21575","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","258.01","0.31","247.56","326.62","","","","","","","2026-01-29 12:39:13","Off-Plan","","Free Hold","No","3","5 B/R","2","21596","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:10","Off-Plan","","Free Hold","No","2","4 B/R","2","21571","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:21","Off-Plan","","Free Hold","No","2","4 B/R","2","21647","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:20","Off-Plan","","Free Hold","No","2","4 B/R","2","21644","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","261.67","0.31","251.08","326.62","","","","","","","2026-01-29 12:39:13","Off-Plan","","Free Hold","No","3","5 B/R","2","21595","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","241.26","0.29","231.49","326.62","","","","","","","2026-01-29 12:39:13","Off-Plan","","Free Hold","No","3","5 B/R","2","21594","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:14","Off-Plan","","Free Hold","No","2","4 B/R","2","21614","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144.08","0.17","138.25","205.36","","","","","","","2026-01-29 12:39:15","Off-Plan","","Free Hold","No","2","4 B/R","2","21620","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:12","Off-Plan","","Free Hold","No","2","4 B/R","2","21577","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","265.16","","","","","","","2026-01-29 12:39:24","Off-Plan","","Free Hold","No","3","5 B/R","2","21658","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","219.6","0.26","210.71","326.62","","","","","","","2026-01-29 12:39:12","Off-Plan","","Free Hold","No","3","5 B/R","2","21579","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:18","Off-Plan","","Free Hold","No","2","4 B/R","2","21632","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144.02","0.17","138.19","265.16","","","","","","","2026-01-29 12:39:22","Off-Plan","","Free Hold","No","3","5 B/R","2","21653","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144.01","0.17","138.18","205.36","","","","","","","2026-01-29 12:39:15","Off-Plan","","Free Hold","No","2","4 B/R","2","21619","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:21","Off-Plan","","Free Hold","No","2","4 B/R","2","21648","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","237.69","0.29","228.07","295.57","","","","","","","2026-01-29 12:39:16","Off-Plan","","Free Hold","No","3","5 B/R","2","21623","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:11","Off-Plan","","Free Hold","No","2","4 B/R","2","21575","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:19","Off-Plan","","Free Hold","No","2","4 B/R","2","21639","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","277.82","0.33","266.57","295.57","","","","","","","2026-01-29 12:39:19","Off-Plan","","Free Hold","No","3","5 B/R","2","21640","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:15","Off-Plan","","Free Hold","No","2","4 B/R","2","21617","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:22","Off-Plan","","Free Hold","No","2","4 B/R","2","21652","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","265.16","","","","","","","2026-01-29 12:39:23","Off-Plan","","Free Hold","No","3","5 B/R","2","21655","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:17","Off-Plan","","Free Hold","No","2","4 B/R","2","21629","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","219.6","0.26","210.71","295.57","","","","","","","2026-01-29 12:39:18","Off-Plan","","Free Hold","No","3","5 B/R","2","21634","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:19","Off-Plan","","Free Hold","No","2","4 B/R","2","21641","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:20","Off-Plan","","Free Hold","No","2","4 B/R","2","21645","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:21","Off-Plan","","Free Hold","No","2","4 B/R","2","21648","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","241.6","0.29","231.82","295.57","","","","","","","2026-01-29 12:39:22","Off-Plan","","Free Hold","No","3","5 B/R","2","21653","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:20","Off-Plan","","Free Hold","No","2","4 B/R","2","21642","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","221.19","0.27","212.23","326.62","","","","","","","2026-01-29 12:39:14","Off-Plan","","Free Hold","No","3","5 B/R","2","21610","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:14","Off-Plan","","Free Hold","No","2","4 B/R","2","21614","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:10","Off-Plan","","Free Hold","No","2","4 B/R","2","21570","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","221.24","0.27","212.28","326.62","","","","","","","2026-01-29 12:39:14","Off-Plan","","Free Hold","No","3","5 B/R","2","21611","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:17","Off-Plan","","Free Hold","No","2","4 B/R","2","21627","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:19","Off-Plan","","Free Hold","No","2","4 B/R","2","21639","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144.07","0.17","138.24","265.16","","","","","","","2026-01-29 12:39:23","Off-Plan","","Free Hold","No","3","5 B/R","2","21656","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:17","Off-Plan","","Free Hold","No","2","4 B/R","2","21629","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:17","Off-Plan","","Free Hold","No","2","4 B/R","2","21631","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:19","Off-Plan","","Free Hold","No","2","4 B/R","2","21638","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144.01","0.17","138.18","205.36","","","","","","","2026-01-29 12:39:16","Off-Plan","","Free Hold","No","2","4 B/R","2","21622","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","219.6","0.26","210.71","295.57","","","","","","","2026-01-29 12:39:18","Off-Plan","","Free Hold","No","3","5 B/R","2","21632","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:21","Off-Plan","","Free Hold","No","2","4 B/R","2","21649","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","224.4","0.27","215.31","326.62","","","","","","","2026-01-29 12:39:14","Off-Plan","","Free Hold","No","3","5 B/R","2","21601","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:20","Off-Plan","","Free Hold","No","2","4 B/R","2","21642","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","219.6","0.26","210.71","295.57","","","","","","","2026-01-29 12:39:11","Off-Plan","","Free Hold","No","3","5 B/R","2","21574","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","229.4","0.28","220.11","326.62","","","","","","","2026-01-29 12:39:13","Off-Plan","","Free Hold","No","3","5 B/R","2","21592","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:22","Off-Plan","","Free Hold","No","2","4 B/R","2","21652","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","245.34","0.3","235.41","326.62","","","","","","","2026-01-29 12:39:13","Off-Plan","","Free Hold","No","3","5 B/R","2","21595","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","219.6","0.26","210.71","295.57","","","","","","","2026-01-29 12:39:23","Off-Plan","","Free Hold","No","3","5 B/R","2","21655","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:11","Off-Plan","","Free Hold","No","2","4 B/R","2","21574","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:20","Off-Plan","","Free Hold","No","2","4 B/R","2","21645","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","219.6","0.26","210.71","295.57","","","","","","","2026-01-29 12:39:17","Off-Plan","","Free Hold","No","3","5 B/R","2","21631","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144.01","0.17","138.18","205.36","","","","","","","2026-01-29 12:39:16","Off-Plan","","Free Hold","No","2","4 B/R","2","21623","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:15","Off-Plan","","Free Hold","No","2","4 B/R","2","21616","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","219.68","0.26","210.79","295.57","","","","","","","2026-01-29 12:39:10","Off-Plan","","Free Hold","No","3","5 B/R","2","21569","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:20","Off-Plan","","Free Hold","No","2","4 B/R","2","21643","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","221.56","0.27","212.59","326.62","","","","","","","2026-01-29 12:39:12","Off-Plan","","Free Hold","No","3","5 B/R","2","21582","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","219.6","0.26","210.71","295.57","","","","","","","2026-01-29 12:39:23","Off-Plan","","Free Hold","No","3","5 B/R","2","21655","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:19","Off-Plan","","Free Hold","No","2","4 B/R","2","21637","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:18","Off-Plan","","Free Hold","No","2","4 B/R","2","21634","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","236.27","0.28","226.7","295.57","","","","","","","2026-01-29 12:39:16","Off-Plan","","Free Hold","No","3","5 B/R","2","21621","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","219.81","0.26","210.91","295.57","","","","","","","2026-01-29 12:39:17","Off-Plan","","Free Hold","No","3","5 B/R","2","21627","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:18","Off-Plan","","Free Hold","No","2","4 B/R","2","21632","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","229.66","0.28","220.36","326.62","","","","","","","2026-01-29 12:39:13","Off-Plan","","Free Hold","No","3","5 B/R","2","21592","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:21","Off-Plan","","Free Hold","No","2","4 B/R","2","21647","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","221.46","0.27","212.49","326.62","","","","","","","2026-01-29 12:39:14","Off-Plan","","Free Hold","No","3","5 B/R","2","21605","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","219.6","0.26","210.71","295.57","","","","","","","2026-01-29 12:39:17","Off-Plan","","Free Hold","No","3","5 B/R","2","21630","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:20","Off-Plan","","Free Hold","No","2","4 B/R","2","21642","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","219.6","0.26","210.71","295.57","","","","","","","2026-01-29 12:39:18","Off-Plan","","Free Hold","No","3","5 B/R","2","21633","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:17","Off-Plan","","Free Hold","No","2","4 B/R","2","21627","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","3517.94","","","3856.53","","","","","","","2026-03-24 07:16:50","Ready","","Free Hold","No","4","7 B/R","9","4469","0","Commercial","","1398","Dubai Hills - Hills View Community","Hadaeq Sheikh Mohammed Bin Rashid","Dubai"
"Villa","1199.96","0.3","863.43","1541.47","","","","","","","2026-03-02 11:55:31","Off-Plan","","Free Hold","No","3","5 B/R","6","6142","","Commercial","","3311","Eden Hills","Hadaeq Sheikh Mohammed Bin Rashid","Dubai"
"Villa","1200.05","0.3","863.49","1541.47","","","","","","","2026-03-02 11:55:30","Off-Plan","","Free Hold","No","3","5 B/R","6","6156","","Commercial","","3311","Eden Hills","Hadaeq Sheikh Mohammed Bin Rashid","Dubai"
"Villa","1200.03","0.3","863.48","1541.47","","","","","","","2026-03-02 11:55:29","Off-Plan","","Free Hold","No","3","5 B/R","6","6211","","Commercial","","3311","Eden Hills","Hadaeq Sheikh Mohammed Bin Rashid","Dubai"
"Villa","1838.74","0.46","1323.06","1501.61","","","","","","","2026-03-02 11:55:32","Off-Plan","","Free Hold","No","3","5 B/R","6","6122","","Commercial","","3311","Eden Hills","Hadaeq Sheikh Mohammed Bin Rashid","Dubai"
"Villa","1479.28","0.37","1064.41","1541.47","","","","","","","2026-03-02 11:55:30","Off-Plan","","Free Hold","No","3","5 B/R","6","6174","","Commercial","","3311","Eden Hills","Hadaeq Sheikh Mohammed Bin Rashid","Dubai"
"Villa","1181.4","0.29","850.07","1541.47","","","","","","","2026-03-02 11:55:30","Off-Plan","","Free Hold","No","3","5 B/R","6","6170","","Commercial","","3311","Eden Hills","Hadaeq Sheikh Mohammed Bin Rashid","Dubai"
"Villa","1400","0.35","1007.37","2149.69","","","","","","","2026-03-02 11:55:29","Off-Plan","","Free Hold","No","3","6 B/R","7","6201","","Commercial","","3311","Eden Hills","Hadaeq Sheikh Mohammed Bin Rashid","Dubai"
"Villa","1181.42","0.29","850.09","1501.61","","","","","","","2026-03-02 11:55:31","Off-Plan","","Free Hold","No","3","5 B/R","6","6152","","Commercial","","3311","Eden Hills","Hadaeq Sheikh Mohammed Bin Rashid","Dubai"
"Villa","1200","0.3","863.46","1541.47","","","","","","","2026-03-02 11:55:31","Off-Plan","","Free Hold","No","3","5 B/R","6","6177","","Commercial","","3311","Eden Hills","Hadaeq Sheikh Mohammed Bin Rashid","Dubai"
"Villa","1400","0.35","1007.37","2149.69","","","","","","","2026-03-02 11:55:29","Off-Plan","","Free Hold","No","3","6 B/R","7","6200","","Commercial","","3311","Eden Hills","Hadaeq Sheikh Mohammed Bin Rashid","Dubai"
"Villa","1181.4","0.29","850.07","1501.61","","","","","","","2026-03-02 11:55:31","Off-Plan","","Free Hold","No","3","5 B/R","6","6138","","Commercial","","3311","Eden Hills","Hadaeq Sheikh Mohammed Bin Rashid","Dubai"
"Villa","1200","0.3","863.46","1541.47","","","","","","","2026-03-02 11:55:30","Off-Plan","","Free Hold","No","3","5 B/R","6","6167","","Commercial","","3311","Eden Hills","Hadaeq Sheikh Mohammed Bin Rashid","Dubai"
"Villa","2238.22","0.56","1610.51","2149.69","","","","","","","2026-03-02 11:55:30","Off-Plan","","Free Hold","No","3","6 B/R","7","6111","","Commercial","","3311","Eden Hills","Hadaeq Sheikh Mohammed Bin Rashid","Dubai"
"Villa","1260.61","0.31","907.07","1541.47","","","","","","","2026-03-02 11:55:28","Off-Plan","","Free Hold","No","3","5 B/R","6","6119","","Commercial","","3311","Eden Hills","Hadaeq Sheikh Mohammed Bin Rashid","Dubai"
